Indicativo;parámetro;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
5960;S;6.11;4.79;5.70;5.44;6.64;6.05;5.49;4.81;4.19;5.94;6.32;5.06;2.33
5960;Cv;0.08;0.07;0.09;0.09;0.11;0.11;0.11;0.09;0.07;0.09;0.08;0.06;0.04
5910;N;19;20;19;21;22;20;20;20;22;21;20;18;13
5910;Min;69;66;63;55;56;52;56;58;63;68;69;72;
5910;Q1;76;70;66;63;58;58;57;60;66;70;71;76;
5910;Q2;78;74;68;64;62;62;58;65;68;74;75;79;
5910;Q3;80;77;73;69;67;66;63;67;71;76;79;82;
5910;Q4;84;80;75;72;70;68;66;70;75;78;81;87;
5910;Max;86;84;84;74;81;72;72;77;83;84;85;89;
5910;Mn;80;76;73;67;65;63;61;67;69;76;77;81;
5910;Md;79;75;71;66;65;63;61;66;70;75;77;81;
5910;S;4.61;4.76;5.15;5.36;6.46;5.40;4.71;5.04;5.11;4.35;5.09;4.88;
5910;Cv;0.06;0.06;0.07;0.08;0.10;0.09;0.08;0.08;0.07;0.06;0.07;0.06;
6001;N;17;15;11;11;15;13;20;15;16;13;14;12;6
6001;Min;69;73;;;71;;73;75;68;;;;
6001;Q1;72;75;;;74;;75;80;80;;;;
6001;Q2;75;79;;;77;;80;81;82;;;;
6001;Q3;78;81;;;80;;82;84;83;;;;
6001;Q4;79;83;;;82;;83;85;84;;;;
6001;Max;80;86;;;86;;86;86;87;;;;
6001;Mn;77;80;;;79;;82;82;82;;;;
6001;Md;76;79;;;78;;80;82;82;;;;
6001;S;3.44;3.62;;;4.29;;3.81;2.88;4.00;;;;
6001;Cv;0.05;0.05;;;0.05;;0.05;0.04;0.05;;;;
1111;N;12;12;13;13;12;14;14;13;13;11;13;14;9
1111;Min;;;;;;;;;;;;;
1111;Q1;;;;;;;;;;;;;
1111;Q2;;;;;;;;;;;;;
1111;Q3;;;;;;;;;;;;;
1111;Q4;;;;;;;;;;;;;
1111;Max;;;;;;;;;;;;;
1111;Mn;;;;;;;;;;;;;
1111;Md;;;;;;;;;;;;;
1111;S;;;;;;;;;;;;;
1111;Cv;;;;;;;;;;;;;
1109;N;28;27;28;28;28;28;25;28;27;27;26;26;23
1109;Min;60;65;64;64;65;68;72;71;71;65;68;60;71
1109;Q1;69;69;68;70;71;72;73;73;74;71;72;68;72
1109;Q2;72;71;70;72;74;74;75;76;75;73;73;71;74
1109;Q3;74;72;73;74;75;76;77;77;76;76;77;76;75
1109;Q4;75;76;74;75;77;78;78;79;79;79;79;77;76
1109;Max;82;82;80;81;82;81;80;81;82;83;82;82;76
1109;Mn;73;71;72;72;74;75;76;77;75;76;76;74;75
1109;Md;72;72;71;72;74;75;76;76;76;75;75;73;74
1109;S;4.41;4.20;4.04;3.65;3.55;3.28;2.29;2.83;2.97;4.59;3.94;5.22;1.78
1109;Cv;0.06;0.06;0.06;0.05;0.05;0.04;0.03;0.04;0.04;0.06;0.05;0.07;0.02
8500A;N;30;29;29;29;29;30;30;29;30;30;28;30;25
8500A;Min;50;52;53;53;50;52;57;53;58;55;51;49;59
8500A;Q1;59;62;60;57;58;57;59;59;63;64;62;60;63
8500A;Q2;65;64;63;60;62;62;63;66;66;67;68;67;66
8500A;Q3;70;69;65;64;65;64;65;69;69;70;72;71;68
8500A;Q4;75;73;70;69;68;67;68;70;73;75;76;75;70
8500A;Max;82;76;75;77;76;78;74;75;78;81;80;83;73
8500A;Mn;67;67;64;61;63;64;64;68;68;69;69;69;67
8500A;Md;67;66;64;62;63;63;64;66;68;69;69;68;67
8500A;S;8.49;6.50;5.41;6.19;5.94;5.56;4.30;5.75;5.08;5.96;7.39;7.74;3.59
8500A;Cv;0.13;0.10;0.08;0.10;0.09;0.09;0.07;0.09;0.08;0.09;0.11;0.11;0.05
5000C;N;2;2;1;1;0;1;2;0;2;2;2;4;0
5000C;Min;;;;;;;;;;;;;
5000C;Q1;;;;;;;;;;;;;
5000C;Q2;;;;;;;;;;;;;
5000C;Q3;;;;;;;;;;;;;
5000C;Q4;;;;;;;;;;;;;
5000C;Max;;;;;;;;;;;;;
5000C;Mn;;;;;;;;;;;;;
5000C;Md;;;;;;;;;;;;;
5000C;S;;;;;;;;;;;;;
5000C;Cv;;;;;;;;;;;;;
4121;N;30;29;30;30;30;30;29;30;30;29;30;30;27
4121;Min;66;59;49;42;42;37;31;36;45;57;68;75;54
4121;Q1;73;68;55;53;47;40;37;39;50;61;71;77;58
4121;Q2;78;69;60;57;53;43;39;41;52;65;74;80;61
4121;Q3;81;72;62;62;57;47;41;43;56;70;78;82;62
