Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1109;22.6(10);15.8(05);25.5(12);21.5(26);40.3(17);19.4(27);8.3(24);20.5(30);45.8(09);8.6(29);30.2(30);32.5(13);45.8(09/sep)
8500A;117.4(19);9.4(13);20.2(12);10.2(26);11.4(18);11.4(04);0.2(07);15.8(29);9.0(26);5.6(18);4.0(28);0.6(26);117.4(19/ene)
5000C;15.8(18);18.6(12);19.6(03);184.4(28);;;0.2(05);0.6(29);1.0(27);13.6(18);31.4(29);;
4121;9.4(27);12.2(18);17.4(13);22.0(29);9.0(10);7.6(15);3.6(06);8.2(28);0.0(--);24.2(18);23.0(28);16.8(10);24.2(18/oct)
5402;10.1(26);12.5(18);22.0(04);33.1(27);20.1(10);4.1(16);3.2(05);3.5(28);0.0(--);18.0(17);30.8(03);13.3(10);33.1(27/abr)
8096;6.4(27);15.0(04);13.4(03);5.6(29);8.4(10);11.3(03);98.2(07);26.4(28);2.4(22);14.6(18);10.8(28);9.6(10);98.2(07/jul)
1014;35.1(15);24.7(04);47.4(12);28.0(01);18.0(18);43.9(04);11.4(24);65.0(30);54.7(15);17.9(01);85.5(04);32.1(10);85.5(04/nov)
1024E;39.8(10);16.4(05);29.5(03);28.9(25);17.6(17);21.9(04);9.6(24);51.8(30);41.7(09);22.7(18);59.2(04);33.9(10);59.2(04/nov)
0367;25.8(27);20.6(13);35.0(24);14.3(26);3.9(11);30.8(30);31.1(09);32.7(10);15.1(09);23.7(19);4.0(29);3.5(01);35.0(24/mar)
5530E;4.2(27);21.7(10);6.4(14);12.5(28);13.0(11);0.7(16);0.0(--);3.2(27);0.9(27);29.4(18);52.1(28);10.1(11);52.1(28/nov)
5514;1.7(27);19.3(10);6.1(13);17.5(28);2.0(12);1.6(16);0.6(06);2.7(27);0.3(27);30.1(18);41.2(28);11.9(11);41.2(28/nov)
3013;2.8(20);8.2(04);;10.0(26);12.2(18);27.4(04);10.0(07);19.8(28);19.0(22);4.2(18);4.8(04);11.0(10);
4642E;23.6(26);45.2(12);27.6(26);82.4(27);9.2(10);0.0(--);0.0(--);0.0(--);0.0(--);27.2(17);24.0(28);25.2(10);82.4(27/abr)
9898;5.8(27);13.2(03);29.8(24);14.8(25);16.0(18);59.4(25);1.2(08);7.4(15);16.0(22);37.6(18);1.4(04);14.8(10);59.4(25/jun)
5270B;13.8(27);15.6(10);32.2(04);18.4(27);7.6(10);0.4(19);1.0(06);9.6(28);0.0(--);37.2(18);24.2(28);21.2(11);37.2(18/oct)
9170;5.0(10);9.3(12);22.2(25);3.0(30);14.7(18);21.9(27);82.6(08);15.0(30);2.1(17);10.2(18);7.2(24);9.6(01);82.6(08/jul)
C249I;1.2(21);6.0(11);0.6(16);0.0(--);1.5(08);0.1(29);0.0(--);0.0(--);0.2(24);0.0(--);0.7(26);12.0(11);12.0(11/dic)
C649I;1.3(21);4.0(10);13.6(18);1.4(29);1.3(08);0.0(--);0.0(--);0.1(31);0.1(10);2.5(21);2.1(30);9.4(11);13.6(18/mar)
C029O;1.6(21);6.9(11);5.0(17);0.0(--);0.0(--);0.4(03);0.0(--);0.0(--);0.7(15);0.1(19);2.2(30);8.7(11);8.7(11/dic)
2661;15.0(26);37.2(12);6.6(26);4.8(24);12.0(25);17.0(25);1.7(06);5.4(26);3.2(17);6.6(17);18.9(02);30.2(10);37.2(12/feb)
1549;5.4(26);42.2(04);7.2(31);7.0(29);12.8(10);8.6(27);3.0(08);5.0(30);4.2(17);3.0(17);25.6(24);63.0(10);63.0(10/dic)
9771C;11.2(27);8.2(13);43.6(24);5.0(26);9.2(10);15.8(04);2.2(08);8.0(23);8.6(15);15.8(18);1.0(03);4.2(26);43.6(24/mar)
1505;8.8(31);53.0(04);14.8(23);7.6(29);34.8(09);13.8(27);5.0(04);5.8(27);3.0(17);9.0(16);24.6(24);63.9(10);63.9(10/dic)
3191E;13.0(26);28.9(12);9.2(26);13.0(25);10.1(10);10.0(25);31.8(07);11.7(28);0.0(--);18.5(17);17.0(03);18.1(10);31.8(07/jul)
3129;11.5(26);15.2(12);6.3(22);6.5(24);11.0(10);3.4(02);44.8(07);23.3(28);0.0(--);15.4(17);3.4(03);12.6(10);44.8(07/jul)
3196;12.5(26);16.7(12);5.4(23);3.8(19);16.6(10);7.4(25);35.7(06);12.7(28);0.0(--);18.2(17);4.6(28);20.2(10);35.7(06/jul)
3200;10.7(26);12.5(12);4.6(03);5.1(29);6.5(10);2.6(02);24.0(06);31.0(28);0.0(--);18.1(17);5.2(28);14.4(10);31.0(28/ago)
3195;12.5(26);16.5(12);5.1(23);4.5(29);15.0(10);3.4(25);25.2(06);24.9(28);0.0(--);20.1(17);4.4(28);11.9(10);25.2(06/jul)
3175;8.7(26);7.8(12);5.7(25);3.6(29);13.9(10);3.5(16);26.7(07);18.9(28);0.0(--);15.4(17);1.1(28);9.9(10);26.7(07/jul)
2462;23.0(26);137.4(12);32.6(26);11.8(30);30.8(10);33.3(20);43.5(07);68.0(28);1.6(22);23.3(17);15.0(03);22.2(27);137.4(12/feb)
6155A;9.4(26);24.6(10);27.3(14);29.0(27);29.0(12);0.0(--);0.0(--);3.6(28);1.5(27);23.4(17);18.1(29);11.4(11);29.0(27/abr)
6000A;27.2(19);22.8(19);4.0(14);4.4(27);2.2(30);0.8(27);0.6(18);20.1(29);0.2(27);12.8(19);7.8(29);14.6(19);27.2(19/ene)
7178I;38.4(19);1.2(13);44.0(13);5.8(28);0.0(--);0.6(04);0.4(06);38.6(29);0.6(01);9.6(18);2.5(28);2.8(11);44.0(13/mar)
7228;40.3(19);1.0(18);57.1(13);5.1(27);0.0(--);0.2(04);1.9(06);30.5(29);2.5(01);15.5(18);2.9(01);3.1(11);57.1(13/mar)
7031;;0.7(22);34.0(13);0.7(24);0.0(--);0.0(--);1.4(06);27.6(29);0.7(07);11.2(18);2.9(29);0.2(11);
9262;31.4(13);15.2(07);30.5(03);12.2(01);16.2(18);23.4(27);9.3(09);23.3(28);16.3(09);9.2(18);19.3(05);32.2(15);32.2(15/dic)
9263D;35.0(13);;37.2(03);14.0(30);14.5(05);35.7(27);13.6(09);20.8(28);7.8(09);12.3(18);17.6(08);28.3(15);
1690A;9.2(31);34.8(04);10.4(22);8.8(29);23.4(26);7.2(13);3.0(06);24.6(27);4.6(17);9.6(17);30.2(24);63.4(10);63.4(10/dic)
1484C;17.2(31);43.4(04);18.6(03);6.8(29);58.2(11);23.0(27);5.8(21);6.2(03);7.4(03);15.8(17);23.8(02);55.0(10);58.2(11/may)
1495;25.7(31);40.3(04);26.5(03);10.4(29);31.0(11);14.4(27);16.2(06);2.0(29);8.4(03);13.3(16);22.6(24);93.9(10);93.9(10/dic)
2867;2.4(28);9.2(12);7.4(22);4.6(19);16.8(10);10.5(25);29.6(06);25.9(27);0.0(--);3.0(17);18.7(02);10.7(10);29.6(06/jul)
2870;1.2(27);8.6(03);5.1(22);6.3(19);15.9(10);3.9(25);19.5(06);6.7(26);0.0(--);3.7(17);21.9(02);14.5(10);21.9(02/nov)
C929I;2.8(05);8.9(11);6.9(17);10.1(26);3.2(03);0.0(--);0.3(08);0.1(31);0.4(10);0.6(18);19.7(25);5.5(02);19.7(25/nov)
C430E;4.2(31);8.0(09);12.8(18);1.0(29);1.6(04);0.0(--);0.0(--);0.0(--);1.2(25);0.0(--);7.6(17);44.8(11);44.8(11/dic)
C139E;1.4(16);22.5(11);3.2(16);29.8(29);0.4(02);0.4(04);0.5(19);0.0(--);1.2(11);2.9(23);15.4(26);34.8(02);34.8(02/dic)
C449C;1.4(26);21.6(15);5.0(18);2.0(28);0.4(11);0.0(--);0.0(--);0.2(31);0.0(--);0.2(19);2.0(07);10.0(11);21.6(15/feb)
C447A;9.3(21);34.0(11);9.2(16);1.3(19);4.3(11);4.9(01);3.7(05);5.6(31);3.1(21);2.4(19);2.0(05);19.5(11);34.0(11/feb)
C429I;0.0(--);8.8(15);6.0(18);5.0(27);0.0(--);0.0(--);0.0(--);0.0(--);0.0(--);0.2(09);0.6(24);0.6(16);8.8(15/feb)
2465;5.2(29);13.8(12);10.2(22);5.6(30);19.6(10);5.6(25);34.4(07);21.6(27);0.0(--);18.8(18);5.2(04);9.6(10);34.4(07/jul)
5796;8.2(26);9.3(12);18.8(04);26.9(27);18.5(10);0.0(--);0.0(--);4.5(29);0.7(27);18.4(17);69.6(28);20.5(10);69.6(28/nov)
5783;10.6(26);18.1(12);20.5(04);35.2(27);17.0(10);0.0(--);0.6(05);7.8(29);0.0(--);10.8(17);32.4(28);22.8(10);35.2(27/abr)
2030;5.4(27);15.2(04);7.8(22);8.4(25);17.4(12);33.2(15);7.8(07);19.4(28);2.6(09);13.4(18);6.2(24);17.6(10);33.2(15/jun)
0016A;13.5(27);9.1(13);37.3(24);8.8(26);8.8(11);5.0(04);32.8(23);4.3(31);24.1(14);14.0(18);9.4(04);2.7(26);37.3(24/mar)
9981A;33.8(20);5.6(13);14.8(03);7.6(26);7.8(10);6.0(04);13.6(23);6.6(31);4.2(15);31.8(18);8.4(04);1.0(11);33.8(20/ene)
9381I;5.4(16);5.8(02);12.6(03);;;20.4(04);6.2(18);9.0(28);2.4(22);3.4(17);3.8(04);3.8(26);
8368U;7.2(27);3.0(13);23.4(12);4.8(29);32.0(30);8.0(04);5.4(15);11.6(26);39.4(22);5.6(18);3.2(28);2.6(26);39.4(22/sep)
3260B;2.8(27);6.8(12);4.6(24);6.0(29);7.4(10);6.0(02);15.6(07);23.0(28);0.0(--);18.2(17);19.6(04);9.0(11);23.0(28/ago)
8416;76.6(19);3.4(23);39.7(12);15.5(26);10.3(18);14.3(04);0.7(22);16.5(29);4.2(01);13.4(18);4.4(29);1.4(19);76.6(19/ene)
8414A;88.8(19);8.1(23);40.7(12);14.4(26);10.3(18);10.1(04);0.9(07);20.6(29);6.4(09);4.8(18);5.9(29);0.7(26);88.8(19/ene)
2422;5.2(26);9.2(01);1.6(03);5.4(30);11.4(17);3.6(25);23.8(07);3.4(27);0.2(17);3.2(17);8.6(24);13.6(10);23.8(07/jul)
2539;4.0(27);8.1(01);2.5(03);1.4(30);11.5(10);2.1(27);23.9(07);6.1(27);0.1(17);3.1(18);13.1(02);14.4(10);23.9(07/jul)
2614;4.4(26);15.0(18);4.4(22);3.0(30);13.4(25);15.0(04);24.2(06);29.1(28);0.0(--);4.2(17);23.4(02);21.8(10);29.1(28/ago)
9390;2.5(10);5.8(07);6.1(03);10.6(25);14.2(29);27.6(25);3.0(07);16.6(28);1.6(09);1.2(18);2.4(05);2.6(01);27.6(25/jun)
9434;17.6(27);9.0(02);20.6(03);3.0(25);12.7(18);39.2(25);20.2(08);10.2(28);5.8(14);3.6(18);1.0(04);2.0(01);39.2(25/jun)
