Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
3200;-4.0(01);0.4(09);-2.4(25);4.0(28);4.8(01);11.6(05);13.4(02);12.5(10);9.0(17);7.8(19);-0.6(27);-3.2(02);-4.0(01/ene)
3195;-3.0(18);1.0(09);-0.4(25);3.3(28);5.2(01);10.9(30);;;10.7(16);8.6(19);1.4(27);-0.8(06);
3175;-7.2(18);-2.1(09);-0.9(23);0.6(21);1.4(01);9.1(30);11.1(01);11.0(10);5.6(17);5.0(29);-4.8(27);-6.5(06);-7.2(18/ene)
2462;-13.8(18);-7.3(09);-8.8(23);-4.1(27);-4.7(01);0.3(30);0.5(01);2.7(10);1.7(10);0.9(18);-7.8(30);-9.2(03);-13.8(18/ene)
6155A;2.9(18);5.2(09);4.7(25);7.7(05);11.0(03);18.3(10);17.8(02);18.2(29);14.7(21);11.6(28);5.5(22);2.5(04);2.5(04/dic)
6000A;6.0(19);9.4(09);7.4(25);10.0(12);14.3(02);18.2(07);17.5(01);20.0(29);16.5(17);15.8(21);9.4(23);6.5(08);6.0(19/ene)
7178I;-1.1(18);2.4(10);3.8(25);6.9(05);10.7(02);17.0(06);17.2(01);19.4(30);16.6(24);10.8(27);4.3(22);-0.6(05);-1.1(18/ene)
7228;-0.5(18);1.8(10);3.0(25);5.4(08);9.5(02);15.6(12);15.5(01);18.4(23);14.8(24);8.6(27);1.8(15);-3.8(05);-3.8(05/dic)
7031;0.5(26);4.0(01);5.0(25);6.5(04);10.5(04);16.5(11);17.0(02);19.5(29);16.5(25);11.0(26);4.5(15);-1.0(05);-1.0(05/dic)
9262;-4.4(18);0.3(09);1.3(01);1.8(28);0.9(01);9.4(07);10.4(01);9.9(11);5.9(16);3.8(31);-1.1(28);-2.2(06);-4.4(18/ene)
9263D;-7.2(26);-0.8(10);-0.2(01);-1.6(29);-1.2(01);7.8(07);10.4(01);8.3(11);4.3(20);2.1(31);-2.6(30);-4.4(06);-7.2(26/ene)
1690A;-6.3(19);0.6(11);1.3(25);0.0(28);1.8(01);7.7(05);7.4(01);8.8(10);5.3(17);4.1(11);-2.3(30);-2.3(05);-6.3(19/ene)
1484C;-1.0(19);2.2(08);1.1(23);3.5(28);4.7(01);8.9(05);8.6(01);11.0(10);8.6(16);7.6(22);2.6(30);1.3(02);-1.0(19/ene)
1495;-2.8(19);1.6(08);1.1(23);3.7(27);;9.4(07);;10.8(10);8.6(17);7.6(22);2.2(27);0.4(18);
2867;-10.9(19);-2.8(08);-2.8(25);-1.9(02);-0.3(01);6.1(30);4.5(01);5.3(10);2.4(17);-1.4(31);-5.8(27);-8.4(02);-10.9(19/ene)
2870;-7.1(19);-0.8(08);-0.7(25);0.3(28);2.0(01);7.9(30);7.2(01);8.5(10);5.9(17);2.9(31);-2.3(30);-5.8(06);-7.1(19/ene)
C929I;15.5(26);14.1(13);15.1(18);16.5(11);17.6(03);20.1(05);17.8(31);17.2(01);21.6(11);19.7(25);18.5(16);15.3(26);14.1(13/feb)
C430E;-2.5(21);-4.7(12);-3.4(18);2.3(23);2.2(11);7.5(04);9.1(05);7.3(30);5.5(30);3.4(08);0.2(05);-2.0(13);-4.7(12/feb)
C139E;;;13.4(25);;16.4(03);19.0(16);18.7(04);20.1(15);20.9(30);19.6(09);;14.3(25);
C449C;14.4(18);13.9(16);13.7(25);16.4(09);17.7(07);19.0(09);19.8(02);21.4(14);21.0(19);18.4(30);17.4(16);14.6(27);13.7(25/mar)
C447A;8.3(26);;6.1(26);9.2(09);10.0(04);;14.6(03);15.4(16);14.8(13);13.2(09);10.9(16);8.6(27);
C429I;;12.6(14);11.9(04);14.5(07);16.1(07);17.3(09);17.6(03);19.5(13);19.4(14);17.7(30);;14.2(25);
2465;-8.7(19);-2.1(08);-2.6(23);-1.3(28);0.4(01);5.8(30);6.1(01);6.1(10);4.2(16);4.0(31);-6.2(30);-3.3(02);-8.7(19/ene)
5796;-2.4(21);1.5(09);1.5(24);6.4(02);7.8(02);14.5(29);13.2(01);16.2(10);12.3(17);10.7(31);3.3(21);0.2(06);-2.4(21/ene)
5783;0.0(19);4.2(09);;8.4(04);9.5(01);15.6(05);15.5(01);16.8(30);12.5(18);10.9(30);5.1(22);2.4(01);
2030;-9.9(19);-3.3(09);-2.4(24);-2.4(28);-0.1(01);5.6(30);6.4(02);8.0(09);2.2(17);-1.2(31);-4.8(28);-6.6(05);-9.9(19/ene)
0016A;-5.3(18);2.4(09);5.0(17);3.5(28);7.9(02);14.5(01);16.2(03);15.6(12);9.0(16);8.4(29);-0.1(27);-3.0(04);-5.3(18/ene)
9981A;-0.8(07);3.9(26);4.3(17);4.2(21);7.7(02);13.5(06);17.5(02);16.3(12);12.0(15);10.2(24);3.5(22);1.4(06);-0.8(07/ene)
9381I;-10.5(18);-4.4(25);-1.6(17);-2.9(03);1.2(19);7.4(07);7.8(02);6.3(10);0.8(16);-1.0(29);-8.8(30);-9.1(03);-10.5(18/ene)
8368U;-10.1(18);-3.9(21);-2.3(24);-2.2(21);0.7(01);8.2(30);9.1(03);8.0(11);2.7(17);1.4(23);-7.8(27);-8.0(03);-10.1(18/ene)
3260B;-4.5(18);-0.6(09);-0.8(25);4.1(04);4.1(01);10.9(30);12.3(01);12.9(10);8.8(17);6.8(23);-0.8(30);-3.6(06);-4.5(18/ene)
8416;0.9(18);4.9(10);6.4(17);7.5(21);10.0(02);14.0(05);17.4(02);16.3(10);15.3(16);12.5(30);5.4(30);3.4(04);0.9(18/ene)
8414A;-2.0(18);2.3(21);2.8(18);5.3(24);7.9(02);13.2(05);15.6(02);16.1(10);13.0(16);8.7(30);1.3(15);-2.2(05);-2.2(05/dic)
2422;-6.3(19);-0.5(09);-1.1(23);-0.7(28);1.4(01);6.7(05);7.2(01);8.4(10);5.3(17);3.4(31);-3.0(29);-3.6(02);-6.3(19/ene)
2539;-8.9(01);-2.8(08);-2.8(23);-3.3(28);-2.4(01);3.8(05);3.8(01);4.9(10);1.5(17);1.6(22);-4.9(30);-5.5(02);-8.9(01/ene)
2614;-6.9(19);-0.1(09);0.3(25);-0.6(28);1.9(01);8.0(05);8.4(01);8.1(10);6.8(16);2.5(31);-3.7(28);-4.4(03);-6.9(19/ene)
9390;-10.1(18);-4.0(25);-0.8(18);-1.9(03);2.1(19);8.5(05);9.1(02);6.3(10);1.9(16);0.0(29);-7.8(30);-9.8(03);-10.1(18/ene)
9434;-4.1(19);2.0(10);3.3(01);3.9(28);3.9(01);12.5(30);14.1(01);14.2(10);8.1(17);7.7(31);-2.1(28);-4.1(07);-4.1(19/ene)
