Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
5530E;21.1(23);21.1(16);24.4(28);29.5(22);29.3(24);40.7(24);38.7(09);41.3(04);38.5(02);31.4(13);20.1(08);22.7(04);41.3(04/ago)
5514;21.6(23);20.2(16);22.6(28);;26.6(26);39.0(24);37.0(31);39.8(03);36.5(02);29.8(13);21.0(11);23.6(04);
3013;17.4(24);15.4(15);19.2(28);25.6(26);25.4(24);33.3(26);33.0(31);35.8(06);31.1(02);25.7(03);18.0(12);18.8(04);35.8(06/ago)
4642E;21.1(03);23.4(20);26.4(28);27.5(23);28.8(15);35.0(17);36.6(31);41.3(02);38.2(24);32.9(04);22.8(14);23.7(05);41.3(02/ago)
9898;17.4(03);17.6(15);20.4(28);25.4(25);25.5(27);33.1(21);35.6(26);36.7(03);32.7(23);26.5(03);18.3(12);15.5(06);36.7(03/ago)
5270B;17.8(24);18.1(16);21.8(28);27.6(24);;37.8(24);36.5(31);40.6(02);36.7(02);;19.1(15);21.0(05);
9170;18.3(03);18.6(16);22.4(28);24.8(24);27.3(27);34.2(25);35.1(26);37.8(28);34.1(02);27.8(03);18.6(11);18.2(04);37.8(28/ago)
C249I;;;27.0(09);;25.4(23);28.5(28);29.1(21);31.9(25);29.1(16);30.4(08);25.4(01);23.8(06);
C649I;24.2(02);22.9(16);;;24.0(18);27.4(28);;33.1(05);;29.1(09);25.9(17);;
C029O;26.4(02);23.8(16);28.3(28);29.0(17);25.3(30);;33.5(10);35.2(06);32.8(23);;25.8(01);25.8(06);
2661;14.5(03);14.7(26);18.6(27);25.6(25);24.1(07);32.9(24);29.8(24);35.3(06);31.2(02);27.1(04);16.3(02);18.9(31);35.3(06/ago)
1549;16.4(03);20.1(26);20.1(27);29.9(24);29.7(07);36.6(25);32.8(23);38.2(03);35.3(02);30.5(04);19.7(02);16.5(06);38.2(03/ago)
9771C;20.9(21);19.5(15);23.9(28);29.2(25);29.9(24);36.0(21);38.0(26);39.1(02);33.9(23);28.5(12);22.0(12);17.8(09);39.1(02/ago)
1505;14.9(03);14.9(25);17.8(27);27.0(18);26.2(07);33.6(24);32.0(23);35.6(03);32.3(02);30.4(04);20.4(16);18.0(04);35.6(03/ago)
3191E;16.6(21);14.5(26);18.7(28);25.3(25);24.5(24);33.6(24);32.1(31);36.9(03);33.2(02);25.2(04);17.2(13);16.2(09);36.9(03/ago)
3195;16.2(21);16.0(26);20.8(28);28.5(25);27.7(24);36.6(24);35.3(31);39.9(03);34.8(02);27.1(06);18.0(02);16.0(05);39.9(03/ago)
3129;17.7(21);17.4(26);21.3(28);28.5(25);28.4(24);37.5(24);35.8(31);40.5(03);36.0(02);28.6(06);19.4(02);17.2(05);40.5(03/ago)
3196;18.7(21);16.8(26);21.0(28);28.5(25);28.0(24);37.0(24);35.2(31);40.8(03);35.6(02);28.3(04);19.0(02);18.4(05);40.8(03/ago)
3200;18.4(21);17.4(26);20.8(28);29.0(25);28.2(24);38.0(24);35.6(31);40.8(03);36.0(02);28.4(04);19.2(02);17.8(05);40.8(03/ago)
3175;17.4(21);17.0(26);22.0(28);29.1(25);29.1(24);37.8(24);36.1(31);40.5(03);36.4(02);29.5(03);19.4(02);18.8(05);40.5(03/ago)
2462;11.5(23);8.0(26);11.1(28);18.6(26);16.6(23);28.1(25);26.6(31);30.9(02);25.1(02);20.8(04);10.8(13);16.3(25);30.9(02/ago)
6155A;22.6(21);22.2(17);24.8(28);27.0(27);28.7(09);34.1(28);39.9(29);36.5(14);34.2(24);33.8(07);22.1(07);23.0(04);39.9(29/jul)
6000A;23.6(02);23.4(28);25.3(10);24.8(27);24.7(31);29.4(14);33.8(21);34.1(14);29.8(03);32.2(07);23.8(21);23.5(13);34.1(14/ago)
7178I;26.0(22);22.9(15);29.3(28);31.1(27);31.2(23);34.7(22);40.7(28);39.5(06);35.9(23);30.7(06);24.4(11);24.8(09);40.7(28/jul)
7228;24.6(22);23.1(17);29.0(28);31.0(27);31.5(25);34.6(22);41.0(28);40.0(06);35.9(23);30.5(06);23.8(10);24.4(06);41.0(28/jul)
7031;25.4(03);22.9(17);24.9(28);25.0(15);27.0(09);29.4(28);36.5(28);34.6(06);32.0(21);28.0(06);22.0(10);23.0(03);36.5(28/jul)
9262;16.4(04);18.2(16);18.5(28);25.9(24);25.8(06);31.8(20);35.0(26);36.3(06);32.3(20);26.8(04);17.7(12);18.7(31);36.3(06/ago)
9263D;16.9(04);17.8(16);19.0(28);26.5(24);27.9(24);32.6(26);36.2(26);37.4(06);33.6(20);27.7(04);;18.3(31);
1690A;19.3(29);20.3(26);22.5(27);32.2(24);31.6(07);37.6(24);34.3(10);41.7(03);38.1(01);32.8(04);22.7(15);20.1(04);41.7(03/ago)
1484C;18.0(29);20.2(26);16.6(13);28.6(20);26.9(18);32.1(22);29.9(08);37.7(03);35.5(01);29.7(02);21.0(15);16.7(26);37.7(03/ago)
1495;18.1(29);20.5(26);14.9(09);28.1(20);26.6(18);33.1(23);29.3(09);37.8(03);36.4(01);28.6(03);20.4(15);16.9(04);37.8(03/ago)
2867;15.6(18);16.7(16);18.5(27);25.3(25);25.6(08);35.2(24);;39.1(06);34.9(02);28.5(05);19.2(02);17.1(09);
2870;15.7(18);17.2(26);19.4(27);27.0(25);26.6(23);35.9(24);33.3(09);39.3(03);35.3(02);29.3(05);19.8(02);18.3(09);39.3(03/ago)
C929I;22.1(05);23.3(28);26.4(09);23.5(19);24.8(22);26.1(28);25.8(29);26.7(01);28.5(14);28.9(13);24.5(03);25.9(07);28.9(13/oct)
C430E;14.5(12);8.8(27);16.4(27);16.0(19);17.9(14);20.2(19);27.0(04);25.2(28);23.9(02);20.1(15);16.3(07);15.8(03);27.0(04/jul)
C139E;;23.3(27);;24.3(19);23.0(10);25.7(26);26.9(27);27.1(23);27.4(22);28.7(09);25.1(17);27.5(04);
C449C;23.8(10);25.2(28);25.4(29);26.3(17);24.9(21);29.8(28);32.1(10);32.9(24);30.9(15);28.8(09);26.0(01);25.5(04);32.9(24/ago)
C447A;21.1(03);19.1(16);25.6(28);22.4(17);20.1(22);25.3(26);34.7(10);33.1(24);31.6(26);26.2(13);23.4(29);23.7(10);34.7(10/jul)
C429I;;24.8(15);30.6(28);25.6(06);;27.7(29);;33.3(24);31.8(13);29.6(09);26.4(02);29.8(06);
2465;13.8(18);15.2(16);17.5(28);25.1(25);24.0(23);34.0(25);32.9(31);37.3(02);32.7(02);26.5(05);18.7(04);18.7(04);37.3(02/ago)
5796;19.2(31);22.2(16);25.0(28);27.0(18);29.5(17);38.6(18);38.7(31);42.9(03);38.2(02);33.6(04);22.9(11);24.6(10);42.9(03/ago)
5783;19.8(22);22.4(16);26.5(28);28.4(18);30.2(17);39.3(18);39.1(31);44.5(03);39.0(01);34.5(02);23.1(11);23.4(06);44.5(03/ago)
2030;15.9(23);15.5(25);18.4(28);25.2(25);25.0(27);32.6(25);32.7(26);36.6(02);33.9(02);26.5(05);18.1(03);19.4(31);36.6(02/ago)
0016A;22.7(21);20.0(17);24.6(28);25.7(25);27.7(25);32.4(22);35.1(16);39.8(04);32.1(24);27.2(03);22.7(11);20.1(04);39.8(04/ago)
9981A;23.8(04);23.7(15);29.2(28);31.2(25);29.3(22);36.5(22);37.7(08);42.3(04);35.0(21);30.8(03);23.8(11);22.6(04);42.3(04/ago)
9381I;18.8(24);17.1(15);21.6(28);26.2(24);27.1(24);33.3(26);36.6(26);37.6(02);32.2(23);27.8(04);19.0(12);20.3(05);37.6(02/ago)
8368U;19.3(24);18.9(16);22.8(28);27.7(25);27.5(23);35.2(25);36.9(31);37.4(02);31.5(02);27.4(06);18.9(11);21.1(05);37.4(02/ago)
3260B;17.3(21);18.9(26);21.9(28);29.4(25);29.7(24);38.9(24);37.9(31);42.6(03);37.6(02);30.6(04);20.5(17);18.0(05);42.6(03/ago)
8416;26.6(22);23.5(15);30.0(28);27.0(15);28.0(28);31.5(22);37.2(16);37.0(05);31.8(23);27.6(12);25.5(11);24.3(04);37.2(16/jul)
8414A;25.4(22);24.3(15);29.7(28);27.1(15);29.2(12);32.7(22);36.9(16);37.7(05);33.1(23);29.1(12);24.8(11);24.2(04);37.7(05/ago)
2422;14.1(03);16.0(16);19.4(27);25.9(24);25.8(07);34.3(25);33.8(23);38.4(03);34.6(02);28.3(05);17.7(15);16.0(04);38.4(03/ago)
2539;13.2(03);13.8(16);18.1(27);24.3(24);23.6(23);;31.7(25);36.8(06);32.4(02);25.8(04);16.4(15);14.5(09);
2614;15.0(03);16.4(16);21.1(27);27.3(25);28.5(22);37.3(24);35.1(25);40.4(06);36.0(02);29.2(05);21.3(02);16.6(09);40.4(06/ago)
9390;17.1(24);16.1(15);21.8(28);24.4(24);26.4(24);33.5(25);35.5(27);37.5(06);32.9(02);28.1(05);19.6(12);18.9(04);37.5(06/ago)
9434;19.7(04);19.9(15);22.7(28);26.6(24);28.4(24);35.4(21);37.6(26);39.2(03);34.3(23);28.3(12);22.8(11);18.5(04);39.2(03/ago)
