Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
3175;22.4(06);17.4(27);25.6(01);22.3(10);16.2(28);6.4(01);0.0(--);13.0(10);5.8(17);11.5(09);12.1(18);4.6(13);25.6(01/mar)
2462;52.3(06);70.5(28);66.8(09);43.8(10);48.2(24);13.4(01);2.6(08);3.2(12);9.0(08);33.3(30);50.0(18);14.9(13);70.5(28/feb)
6155A;19.8(08);58.4(28);46.0(02);15.7(13);9.9(01);0.0(--);0.0(--);0.0(--);5.4(08);52.0(30);30.3(18);1.9(13);58.4(28/feb)
6000A;14.8(28);39.8(06);13.4(25);41.2(25);3.0(26);0.0(--);0.0(--);0.6(08);13.4(08);45.2(09);4.0(14);0.4(13);45.2(09/oct)
7178I;36.2(27);8.8(01);5.0(03);8.0(25);9.0(08);11.6(02);0.0(--);8.0(16);16.0(14);26.2(18);18.4(18);5.8(13);36.2(27/ene)
7228;34.0(27);8.4(01);5.4(03);7.5(25);5.6(09);40.0(02);0.0(--);8.5(15);19.9(14);18.9(18);45.8(14);5.7(13);45.8(14/nov)
7031;23.2(27);11.3(01);3.7(03);4.5(25);1.1(23);6.9(06);0.0(--);0.0(--);38.0(14);36.1(14);36.5(14);6.0(28);38.0(14/sep)
9262;50.2(06);19.2(28);9.6(23);44.4(07);31.3(26);14.6(29);8.2(07);11.4(08);29.6(08);15.0(29);35.2(12);17.1(13);50.2(06/ene)
9263D;65.6(06);23.2(28);10.2(14);44.1(07);36.9(26);20.7(29);14.7(13);11.4(08);16.9(08);10.5(31);26.8(12);13.6(13);65.6(06/ene)
1690A;16.2(04);15.8(13);28.4(10);20.4(08);17.1(25);31.8(21);11.6(06);4.2(27);41.0(08);30.4(13);27.8(21);13.8(18);41.0(08/sep)
1484C;29.5(24);48.2(28);44.0(14);35.6(06);11.4(24);26.6(09);24.4(01);6.5(08);5.4(04);34.9(10);58.5(06);51.6(18);58.5(06/nov)
1495;45.0(02);42.4(28);34.4(14);32.9(03);15.5(25);47.0(09);10.3(01);5.5(27);29.6(04);21.3(10);50.6(09);30.0(15);50.6(09/nov)
2867;11.7(05);20.3(27);31.1(09);10.4(12);15.6(24);13.0(07);0.0(--);0.1(17);3.4(18);9.2(30);21.2(04);7.2(12);31.1(09/mar)
2870;10.4(05);18.5(27);33.8(09);12.0(15);;11.4(10);0.6(12);0.0(--);;5.7(13);12.6(04);;
C929I;4.7(30);30.7(25);2.3(02);2.5(22);0.1(22);2.1(15);0.0(--);0.9(12);0.0(--);10.4(27);16.8(17);0.2(24);30.7(25/feb)
C430E;43.4(31);25.6(01);0.4(03);12.4(19);0.2(22);0.2(29);0.0(--);9.2(13);1.6(06);33.2(24);13.2(12);0.0(--);43.4(31/ene)
C139E;3.8(30);28.0(28);21.4(03);1.2(08);0.7(18);0.2(29);0.0(--);0.3(12);0.5(05);74.7(27);12.8(06);0.8(01);74.7(27/oct)
C449C;11.2(06);19.2(23);0.0(--);7.4(22);0.4(04);1.2(29);0.0(--);1.2(13);0.0(--);33.6(25);13.6(22);0.0(--);33.6(25/oct)
C447A;23.5(06);35.4(25);12.2(15);17.1(21);13.5(22);4.2(29);0.1(07);2.4(13);0.7(06);31.6(22);73.5(22);0.8(30);73.5(22/nov)
C429I;0.6(29);57.2(25);0.9(02);0.0(--);0.9(05);0.0(--);0.0(--);0.0(--);0.0(--);12.8(25);4.7(17);0.1(30);57.2(25/feb)
2465;35.5(06);14.0(05);13.0(14);23.0(15);30.2(24);9.8(02);8.6(15);2.0(12);5.4(08);15.8(14);15.0(25);4.8(13);35.5(06/ene)
5796;24.1(05);21.2(28);44.9(02);22.7(13);17.2(20);0.7(08);0.0(--);0.0(--);9.3(14);30.2(30);18.2(08);5.5(13);44.9(02/mar)
5783;23.0(05);16.3(28);19.9(17);20.3(12);11.4(19);1.4(08);0.0(--);0.0(--);19.6(14);14.1(15);30.1(11);3.6(12);30.1(11/nov)
2030;16.4(06);29.8(28);17.4(14);21.4(10);33.2(27);38.4(01);15.0(20);1.2(06);15.2(06);8.8(31);11.0(20);8.4(16);38.4(01/jun)
0016A;4.8(25);32.9(05);3.9(23);17.7(10);7.7(28);2.2(10);1.9(11);35.8(17);75.7(05);144.9(09);18.7(08);4.9(13);144.9(09/oct)
9981A;4.2(06);20.4(27);7.6(30);18.6(07);7.4(28);2.4(03);13.0(09);36.9(09);39.0(05);85.9(19);57.6(15);6.4(13);85.9(19/oct)
9381I;10.0(25);6.0(03);7.8(14);52.6(11);22.6(27);37.2(01);6.4(21);38.4(16);6.2(17);;;12.2(13);
8368U;9.4(06);9.8(04);13.0(02);21.6(07);18.6(27);14.2(28);21.8(22);24.8(28);24.0(17);64.6(18);8.4(08);8.2(13);64.6(18/oct)
3260B;11.6(05);15.4(27);18.8(10);13.0(10);40.4(24);15.8(01);0.0(--);6.2(16);3.4(08);14.6(30);13.0(04);3.6(12);40.4(24/may)
8416;10.9(28);22.4(27);6.4(10);6.7(07);8.1(27);92.8(02);1.2(13);7.9(08);43.8(15);136.0(18);115.3(16);9.7(13);136.0(18/oct)
8414A;10.5(28);19.2(27);6.6(01);5.0(07);9.6(28);52.7(02);2.0(13);2.7(12);37.6(15);94.5(18);36.5(16);6.9(13);94.5(18/oct)
2422;11.2(25);24.0(27);29.8(09);11.8(09);22.4(24);16.4(20);10.2(18);0.0(--);12.8(08);13.0(30);17.8(04);8.6(15);29.8(09/mar)
2539;13.8(25);18.1(27);25.6(09);10.1(09);37.3(24);28.3(28);8.3(06);0.0(--);7.4(26);10.2(30);18.6(04);9.1(15);37.3(24/may)
2614;6.2(25);22.3(27);24.2(09);8.0(10);17.0(28);14.4(07);7.0(07);0.0(--);1.8(04);7.8(30);15.8(04);8.4(15);24.2(09/mar)
9390;12.0(25);7.6(04);10.2(14);63.6(11);16.8(28);43.4(27);7.0(22);24.4(16);14.2(05);28.6(18);8.7(25);12.2(13);63.6(11/abr)
9434;29.8(06);9.8(27);8.4(04);40.8(11);47.6(27);9.2(09);24.0(01);32.4(16);10.8(05);16.8(30);8.4(05);8.6(13);47.6(27/may)
