Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1014;1.3(29);-3.7(27);1.5(23);5.4(01);5.5(02);12.7(15);16.2(22);15.1(18);9.8(25);3.9(30);3.2(04);3.0(27);-3.7(27/feb)
1024E;1.5(06);-5.1(27);2.0(20);5.5(10);6.1(01);12.0(15);15.5(21);14.5(18);10.0(25);3.5(29);4.0(20);3.3(31);-5.1(27/feb)
0367;;-5.4(09);-2.2(21);;1.8(02);;14.5(01);15.8(27);;3.2(30);;-2.2(30);
5530E;-2.6(12);-4.5(03);-0.1(23);1.5(01);0.9(02);10.1(01);12.2(29);13.5(10);12.5(29);-1.1(29);-2.1(29);-3.3(31);-4.5(03/feb)
5514;-2.0(16);-4.5(09);-0.6(23);;1.4(02);9.8(04);12.7(02);15.8(17);12.6(06);0.0(29);-0.6(28);-1.5(15);
3013;-7.3(09);-12.8(08);-3.2(23);-3.4(01);-1.9(02);5.1(14);8.6(15);7.1(26);4.9(29);-1.8(28);-5.5(29);-8.2(31);-12.8(08/feb)
4642E;2.0(12);-1.7(07);4.6(20);6.2(09);7.7(01);12.5(02);15.6(14);16.0(15);15.5(08);5.8(29);5.4(28);4.5(29);-1.7(07/feb)
9898;-0.8(09);-5.3(27);-1.5(22);0.9(12);2.6(01);10.4(14);12.7(06);10.6(26);6.6(25);0.3(30);2.4(24);-4.1(31);-5.3(27/feb)
5270B;1.1(07);-0.7(08);1.1(21);3.9(11);;11.6(03);14.2(02);16.2(16);15.1(09);;5.2(24);3.1(29);
9170;-3.7(09);-3.9(13);0.0(15);1.5(01);2.5(13);10.2(10);13.9(17);11.4(18);9.2(30);-0.2(30);-0.9(29);-1.0(19);-3.9(13/feb)
C249I;;;13.2(23);;14.7(02);17.6(11);19.2(01);20.5(21);18.9(30);15.7(30);12.7(24);13.4(26);
C649I;11.0(30);10.6(08);;;14.9(24);17.2(12);;20.0(10);;16.7(30);13.0(23);;
C029O;8.2(30);7.6(07);12.1(17);12.8(01);13.6(02);;17.9(01);19.5(23);19.1(07);;12.5(24);11.9(09);
2661;-7.7(15);-6.3(27);-4.6(22);-0.1(11);-1.5(01);6.3(13);9.5(05);6.6(18);5.8(25);-0.4(28);-1.2(27);-3.5(27);-7.7(15/ene)
1549;-1.8(15);-4.1(08);-3.3(22);1.7(11);1.3(01);9.7(09);12.8(14);9.7(10);10.0(26);2.1(27);0.3(28);-4.7(31);-4.7(31/dic)
9771C;-1.2(09);-5.1(09);-1.3(21);1.9(01);3.8(02);11.7(07);16.2(17);13.8(26);9.3(25);1.6(30);-0.3(29);-0.8(18);-5.1(09/feb)
1505;-2.6(29);-4.3(24);-3.6(22);0.3(11);-0.7(01);8.8(13);10.6(21);6.4(10);5.9(26);1.9(28);-0.2(25);-3.8(31);-4.3(24/feb)
3191E;-2.5(09);-4.0(23);-2.1(22);0.7(09);2.0(01);8.6(10);13.5(22);14.6(18);13.0(27);1.0(28);-0.1(24);1.6(18);-4.0(23/feb)
3195;-1.4(09);-1.9(09);-0.3(22);3.1(10);5.5(01);10.5(06);16.2(03);16.8(18);15.7(27);3.7(29);3.0(24);0.7(31);-1.9(09/feb)
3129;-2.5(09);-5.5(24);-0.8(22);2.5(01);2.2(01);10.1(07);13.6(02);14.5(26);12.0(29);2.1(28);-0.7(29);-3.7(31);-5.5(24/feb)
3196;-1.5(09);-3.0(09);-2.0(22);2.5(11);4.6(01);10.0(10);12.4(17);16.6(26);14.5(09);2.3(28);1.0(28);0.4(31);-3.0(09/feb)
3200;-2.6(09);-3.4(24);0.2(22);3.6(30);4.2(01);10.6(06);15.0(03);18.0(10);14.5(29);3.0(28);1.4(29);-1.0(28);-3.4(24/feb)
3175;-2.5(09);-6.5(24);-0.9(21);1.8(01);1.5(01);9.4(07);12.8(02);13.1(26);11.6(29);1.8(29);-0.9(29);-3.7(31);-6.5(24/feb)
2462;-7.7(08);-10.5(08);-10.3(22);-5.5(11);-4.6(01);1.8(05);6.2(16);8.5(09);6.8(09);-6.5(29);-4.0(27);-4.4(17);-10.5(08/feb)
6155A;3.3(16);1.4(05);7.0(21);7.4(01);9.6(02);12.9(03);18.3(17);20.8(22);18.4(23);7.7(31);5.2(29);3.5(24);1.4(05/feb)
6000A;7.0(08);5.9(06);10.4(25);9.5(01);12.2(01);15.0(03);19.4(17);21.0(24);19.7(22);9.4(28);8.5(29);9.1(23);5.9(06/feb)
7178I;0.7(09);0.6(09);5.2(17);6.7(11);6.7(02);13.2(07);20.2(17);20.1(21);16.4(30);8.3(31);4.4(29);2.5(31);0.6(09/feb)
7228;-1.4(08);-1.8(24);3.7(22);4.7(01);5.8(02);12.8(07);19.0(17);18.6(20);14.5(30);6.5(31);2.9(29);-0.4(31);-1.8(24/feb)
7031;1.0(09);1.5(11);6.0(06);7.0(01);6.5(02);13.5(07);18.6(03);19.1(22);15.5(29);7.5(30);3.5(29);3.2(31);1.0(09/ene)
9262;-1.6(09);-2.8(09);-1.2(23);1.4(01);1.7(02);11.0(15);13.8(17);13.1(26);8.4(30);1.6(30);0.7(04);0.8(30);-2.8(09/feb)
9263D;-3.4(09);-6.3(27);-2.9(23);0.3(01);0.1(02);9.5(12);12.1(17);11.6(19);7.3(30);-0.7(30);;-1.7(31);
1690A;-0.3(31);-4.0(24);-1.6(22);2.4(11);1.4(01);10.0(09);11.5(21);9.9(10);10.5(26);3.4(08);4.3(25);-0.4(31);-4.0(24/feb)
1484C;1.5(06);-0.3(08);0.7(22);2.4(11);3.3(01);10.6(16);12.4(29);11.8(10);12.2(30);2.3(29);4.4(25);4.6(30);-0.3(08/feb)
1495;-0.3(06);-0.3(08);0.8(22);2.6(11);3.6(01);10.0(08);12.6(21);11.6(10);12.4(29);2.2(28);4.3(13);2.7(30);-0.3(06/ene)
2867;-6.6(09);-8.9(24);-3.4(22);-0.1(05);-0.6(13);6.6(06);;9.2(25);7.3(25);-3.3(28);-2.4(28);-5.6(31);
2870;-5.0(09);-5.7(24);-2.3(22);1.8(05);2.3(13);8.9(06);12.8(21);11.4(18);9.1(25);-0.2(28);0.4(28);-3.0(31);-5.7(24/feb)
C929I;14.1(30);13.5(07);15.1(03);15.7(01);17.1(18);18.4(03);20.2(08);21.2(16);21.6(01);18.1(30);16.3(22);15.8(27);13.5(07/feb)
C430E;-6.3(30);-5.1(08);-2.0(16);-5.6(20);-1.9(06);5.2(13);7.3(01);9.1(12);5.1(30);0.3(29);-3.5(23);0.3(23);-6.3(30/ene)
C139E;;12.8(24);;14.2(21);15.0(02);17.6(01);18.6(01);19.6(25);17.5(11);16.4(30);14.6(23);15.9(20);
C449C;12.8(30);13.1(08);13.6(23);14.6(21);16.5(11);17.2(05);19.5(02);20.8(04);20.6(01);16.9(30);14.3(23);15.3(19);12.8(30/ene)
C447A;6.9(04);6.3(24);7.9(23);9.5(16);10.0(05);11.7(06);13.8(08);12.5(22);15.5(18);11.6(21);9.2(23);9.7(30);6.3(24/feb)
C429I;;11.3(06);13.8(17);13.8(10);;16.6(01);;19.1(11);19.1(01);15.7(30);12.9(23);13.5(26);
2465;-6.2(08);-7.3(08);-2.7(22);-0.2(11);0.0(04);7.6(06);10.3(21);10.4(18);8.0(25);-1.1(29);1.1(23);-0.5(30);-7.3(08/feb)
5796;1.7(27);-2.9(09);1.1(22);4.3(14);5.7(02);11.4(02);14.8(02);16.5(10);16.5(07);4.5(29);4.0(28);2.9(27);-2.9(09/feb)
5783;2.8(09);-0.6(09);3.8(22);5.8(14);7.2(02);13.6(02);16.1(16);17.6(10);17.6(07);6.0(29);5.6(29);4.2(28);-0.6(09/feb)
2030;-7.5(09);-7.1(24);-2.8(19);0.3(14);-0.6(01);5.8(06);10.4(21);7.1(18);6.1(25);-0.7(28);-3.1(29);-3.8(30);-7.5(09/ene)
0016A;-0.7(09);-3.4(09);1.4(22);5.2(01);4.2(02);12.5(07);18.8(13);17.9(25);14.0(27);5.0(30);3.9(29);0.0(30);-3.4(09/feb)
9981A;1.6(09);0.0(09);4.9(22);6.2(10);6.9(02);15.3(07);18.0(23);17.9(19);14.4(28);7.1(30);4.5(29);1.9(18);0.0(09/feb)
9381I;-6.2(09);-7.5(24);-2.8(22);-0.8(01);-0.9(02);6.8(14);10.0(17);9.7(25);6.1(25);-1.2(29);-2.9(29);-5.8(30);-7.5(24/feb)
8368U;-5.6(09);-11.0(08);-3.5(23);-2.2(01);-1.2(02);7.3(14);11.7(15);11.7(18);6.7(29);-1.7(29);-3.1(29);-5.3(31);-11.0(08/feb)
3260B;-1.3(15);-4.9(24);-1.3(22);3.9(10);4.3(04);10.3(07);16.0(05);16.8(26);13.5(30);3.2(29);-0.1(29);-2.3(29);-4.9(24/feb)
8416;4.3(08);2.6(09);5.3(22);9.5(01);9.6(02);15.0(07);21.4(03);21.3(20);16.6(29);7.4(29);6.4(29);5.2(31);2.6(09/feb)
8414A;1.1(09);-1.6(23);2.2(21);6.7(01);6.3(02);13.1(07);20.0(06);18.3(20);13.1(29);5.0(29);2.8(29);1.3(31);-1.6(23/feb)
2422;-4.5(09);-5.3(24);-2.5(22);2.1(11);2.1(01);9.0(06);11.9(21);10.9(18);8.0(25);-0.1(28);-1.1(29);-2.9(31);-5.3(24/feb)
2539;-6.0(08);-8.2(23);-5.5(22);-0.4(30);-0.3(01);;9.9(21);9.4(19);6.8(26);-3.3(28);-0.8(28);-4.0(31);
2614;-2.3(15);-6.0(24);-2.3(22);1.4(11);2.7(01);9.1(09);12.6(21);11.5(18);8.5(25);0.8(28);-1.2(29);-3.4(31);-6.0(24/feb)
9390;-6.3(09);-7.1(24);-2.5(22);-0.5(01);-0.1(02);7.7(14);11.4(17);10.2(26);7.0(25);-0.7(30);-2.0(29);-5.4(31);-7.1(24/feb)
9434;-0.6(09);-2.9(24);1.9(07);3.0(01);5.5(02);13.3(11);17.7(21);15.4(18);12.1(25);2.1(30);2.1(29);-2.0(31);-2.9(24/feb)
